Rk,School,Year,SRS,SOS,Tm.,Opp.,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
341,Virginia Commonwealth NCAA,2025,14.96,1.14,77.1,62.4,26.6,59.6,0.446,9.47,28.4,0.334,14.5,19.5,0.744,13.3,38.4,15,8.12,5.53,11.3,17.9
342,VMI,2025,-11.09,-4.72,73.3,73.1,24.5,57.5,0.426,8.91,27.4,0.325,15.4,20.2,0.761,9.97,34.7,12.6,7.91,2.62,12,16.1
343,Virginia Tech,2025,3.01,7.01,69.2,73.2,24.5,55.6,0.442,7.88,22.5,0.35,12.2,17.1,0.714,10.2,33.3,12.6,5.44,1.94,13.4,17
344,Wagner,2025,-15.49,-10.03,62.5,60.6,22.1,54.5,0.406,6.9,20.7,0.334,11.4,16.1,0.706,11.3,34.9,12.6,7.07,1.57,11.8,17.1
345,Wake Forest,2025,9.96,7.81,70.2,68,24.7,55.7,0.443,5.59,19.6,0.285,15.2,20.1,0.756,8.88,33.2,11.3,7.19,3.94,11.3,16.5
346,Washington,2025,6.22,10.72,71.6,75.5,25.4,57.1,0.445,7.03,20.4,0.344,13.7,20.1,0.682,9.55,32.6,12.9,6.45,3.87,12,18.4
347,Washington State,2025,4.91,4.45,78.8,78.4,28.5,58,0.491,8.79,24.1,0.365,13.1,18.8,0.698,9.97,34.1,16.9,6.39,4.94,14.6,19.2
348,Weber State,2025,-9.36,-2.87,71.9,71.9,25.5,56,0.455,7.41,21.4,0.347,13.5,19.2,0.703,8.5,33.5,11.4,6.5,2.41,11,17.8
349,West Georgia,2025,-15.07,-4.01,69,78.3,25.9,59.6,0.435,5.42,18,0.302,11.8,17,0.693,9.52,32.8,13.5,6.97,2.97,11.3,15.9
350,West Virginia,2025,15.29,11.94,68.2,64.8,24.4,57.6,0.425,8.66,26.5,0.326,10.6,14.8,0.72,9,33.3,13.8,7.56,4.09,10.8,16.6
351,Western Carolina,2025,-15.67,-2.19,69.7,79,24,60.9,0.394,9.07,29.7,0.305,12.6,16.9,0.746,10.3,38.4,12.1,5.27,3.1,14,17
352,Western Illinois,2025,-15.04,-8.33,68.7,71.3,25,56.7,0.44,8,21.3,0.375,10.8,15.6,0.692,10.2,34.8,10.2,5.42,3.74,12,14.3
353,Western Kentucky,2025,-0.11,1.39,74.8,74.8,26.3,62.4,0.422,8.19,24.9,0.329,14,19.3,0.724,9.28,37.1,11.9,8.09,2.66,11,18.3
354,Western Michigan,2025,-9.28,-3.89,72.1,76,26.6,62.3,0.426,5.94,20.7,0.287,12.9,19.3,0.672,13.2,37.8,12.4,6.94,2.34,11,17.9
355,Wichita State,2025,2.58,2.09,74,73.1,26.7,60,0.445,5.18,17,0.305,15.4,21.1,0.728,11.7,38.6,11.8,6.74,4.44,11.6,15.3
356,William & Mary,2025,-5.98,-3.98,77.7,76.4,26.3,58.1,0.453,10.5,30,0.35,14.6,20.2,0.723,9.31,34.4,16.5,7.25,1.81,12.7,17.8
357,Winthrop,2025,-1.42,-3.91,84.7,78,28.8,60.7,0.474,8.09,23.6,0.342,19.1,28.5,0.668,12.4,38.6,12.9,7.94,3.35,13.1,19.8
358,Wisconsin NCAA,2025,20.94,11.65,79.7,70.4,26.7,59,0.452,9.91,28.4,0.349,16.5,19.9,0.828,9.37,36.5,14.6,5.17,2.26,9.71,16.7
359,Wofford NCAA,2025,-0.26,-3.01,75.3,69.8,26.8,59.2,0.453,9.68,28.4,0.341,12,18.1,0.661,13,38.4,15,6.06,2.56,10.9,16.8
360,Wright State,2025,-4.88,-3.78,77.3,76.4,28.8,58.4,0.494,8.45,22,0.384,11.2,15.8,0.706,9.3,34.5,15.2,5.7,3.12,12.2,16.8
361,Wyoming,2025,-0.47,4.41,67.2,71.2,24.3,55.6,0.438,7.59,22.2,0.342,10.9,16.7,0.652,10.5,34.8,11.7,4.41,2.78,12.9,19.3
